mode,size_bytes,size_kb,size_mb,elements,total_ns,ns_per_iter
random_index,2076672,2028.000000,1.980469,519168,1415800,2.727056
sequential,2077696,2029.000000,1.981445,519424,301000,0.579488
random,2077696,2029.000000,1.981445,519424,17505300,33.701369
random_index,2077696,2029.000000,1.981445,519424,1374300,2.645815
sequential,2078720,2030.000000,1.982422,519680,300000,0.577278
random,2078720,2030.000000,1.982422,519680,17168700,33.037061
random_index,2078720,2030.000000,1.982422,519680,1291500,2.485183
sequential,2079744,2031.000000,1.983398,519936,301200,0.579302
random,2079744,2031.000000,1.983398,519936,17487700,33.634332
random_index,2079744,2031.000000,1.983398,519936,1388500,2.670521
sequential,2080768,2032.000000,1.984375,520192,300200,0.577095
random,2080768,2032.000000,1.984375,520192,17383200,33.416892
random_index,2080768,2032.000000,1.984375,520192,1382400,2.657480
sequential,2081792,2033.000000,1.985352,520448,300300,0.577003
random,2081792,2033.000000,1.985352,520448,17053300,32.766578
random_index,2081792,2033.000000,1.985352,520448,1388300,2.667510
sequential,2082816,2034.000000,1.986328,520704,300500,0.577103
random,2082816,2034.000000,1.986328,520704,17324900,33.272070
random_index,2082816,2034.000000,1.986328,520704,1451000,2.786612
sequential,2083840,2035.000000,1.987305,520960,300600,0.577012
random,2083840,2035.000000,1.987305,520960,17706000,33.987254
random_index,2083840,2035.000000,1.987305,520960,1490300,2.860680
sequential,2084864,2036.000000,1.988281,521216,317000,0.608193
random,2084864,2036.000000,1.988281,521216,17366300,33.318816
random_index,2084864,2036.000000,1.988281,521216,1401200,2.688329
sequential,2085888,2037.000000,1.989258,521472,315100,0.604251
random,2085888,2037.000000,1.989258,521472,17403500,33.373796
random_index,2085888,2037.000000,1.989258,521472,1401200,2.687009
sequential,2086912,2038.000000,1.990234,521728,301200,0.577312
random,2086912,2038.000000,1.990234,521728,17381300,33.314869
random_index,2086912,2038.000000,1.990234,521728,1380500,2.646015
sequential,2087936,2039.000000,1.991211,521984,311300,0.596378
random,2087936,2039.000000,1.991211,521984,18461400,35.367751
random_index,2087936,2039.000000,1.991211,521984,1383800,2.651039
sequential,2088960,2040.000000,1.992188,522240,308100,0.589959
random,2088960,2040.000000,1.992188,522240,18463800,35.355009
random_index,2088960,2040.000000,1.992188,522240,1422100,2.723078
sequential,2089984,2041.000000,1.993164,522496,301800,0.577612
random,2089984,2041.000000,1.993164,522496,17409900,33.320638
random_index,2089984,2041.000000,1.993164,522496,1435100,2.746624
sequential,2091008,2042.000000,1.994141,522752,323700,0.619223
random,2091008,2042.000000,1.994141,522752,17863500,34.172036
random_index,2091008,2042.000000,1.994141,522752,1438800,2.752357
sequential,2092032,2043.000000,1.995117,523008,357500,0.683546
random,2092032,2043.000000,1.995117,523008,17516400,33.491648
random_index,2092032,2043.000000,1.995117,523008,1446800,2.766306
sequential,2093056,2044.000000,1.996094,523264,406100,0.776090
random,2093056,2044.000000,1.996094,523264,17630300,33.692935
random_index,2093056,2044.000000,1.996094,523264,1449300,2.769730
sequential,2094080,2045.000000,1.997070,523520,659500,1.259742
random,2094080,2045.000000,1.997070,523520,18429800,35.203622
random_index,2094080,2045.000000,1.997070,523520,1442300,2.755005
sequential,2095104,2046.000000,1.998047,523776,317200,0.605602
random,2095104,2046.000000,1.998047,523776,17612900,33.626779
random_index,2095104,2046.000000,1.998047,523776,1348600,2.574765
sequential,2096128,2047.000000,1.999023,524032,348800,0.665608
random,2096128,2047.000000,1.999023,524032,17404000,33.211712
random_index,2096128,2047.000000,1.999023,524032,1353700,2.583239
sequential,2097152,2048.000000,2.000000,524288,391200,0.746155
random,2097152,2048.000000,2.000000,524288,17394400,33.177185
random_index,2097152,2048.000000,2.000000,524288,1379200,2.630615
sequential,2621440,2560.000000,2.500000,655360,459800,0.701599
random,2621440,2560.000000,2.500000,655360,24944600,38.062439
random_index,2621440,2560.000000,2.500000,655360,1877700,2.865143
sequential,3145728,3072.000000,3.000000,786432,469700,0.597254
random,3145728,3072.000000,3.000000,786432,32216300,40.965144
random_index,3145728,3072.000000,3.000000,786432,2581600,3.282674
sequential,3670016,3584.000000,3.500000,917504,600400,0.654384
random,3670016,3584.000000,3.500000,917504,33107700,36.084529
random_index,3670016,3584.000000,3.500000,917504,4400200,4.795837
sequential,4194304,4096.000000,4.000000,1048576,1220900,1.164341
random,4194304,4096.000000,4.000000,1048576,39806400,37.962341
random_index,4194304,4096.000000,4.000000,1048576,5894400,5.621338
sequential,4718592,4608.000000,4.500000,1179648,718700,0.609250
random,4718592,4608.000000,4.500000,1179648,50137800,42.502340
random_index,4718592,4608.000000,4.500000,1179648,7284800,6.175401
sequential,5242880,5120.000000,5.000000,1310720,2311300,1.763382
random,5242880,5120.000000,5.000000,1310720,57994600,44.246368
random_index,5242880,5120.000000,5.000000,1310720,8549500,6.522751
sequential,5767168,5632.000000,5.500000,1441792,1784300,1.237557
random,5767168,5632.000000,5.500000,1441792,65458700,45.400932
random_index,5767168,5632.000000,5.500000,1441792,9669800,6.706793
sequential,6291456,6144.000000,6.000000,1572864,986200,0.627009
random,6291456,6144.000000,6.000000,1572864,72490300,46.088092
random_index,6291456,6144.000000,6.000000,1572864,11264800,7.161967
sequential,6815744,6656.000000,6.500000,1703936,3186400,1.870023
random,6815744,6656.000000,6.500000,1703936,81247200,47.682073
random_index,6815744,6656.000000,6.500000,1703936,11942700,7.008890
sequential,7340032,7168.000000,7.000000,1835008,1288800,0.702340
random,7340032,7168.000000,7.000000,1835008,87535100,47.702844
random_index,7340032,7168.000000,7.000000,1835008,13529400,7.372938
sequential,7864320,7680.000000,7.500000,1966080,3197100,1.626129
random,7864320,7680.000000,7.500000,1966080,95490900,48.569183
random_index,7864320,7680.000000,7.500000,1966080,14730900,7.492523
sequential,8388608,8192.000000,8.000000,2097152,3634200,1.732922
random,8388608,8192.000000,8.000000,2097152,103360300,49.286032
random_index,8388608,8192.000000,8.000000,2097152,15815200,7.541275
sequential,8912896,8704.000000,8.500000,2228224,1430600,0.642036
random,8912896,8704.000000,8.500000,2228224,111468600,50.025760
random_index,8912896,8704.000000,8.500000,2228224,16909500,7.588779
sequential,9437184,9216.000000,9.000000,2359296,1435500,0.608444
random,9437184,9216.000000,9.000000,2359296,115744100,49.058745
random_index,9437184,9216.000000,9.000000,2359296,17943700,7.605531
sequential,9961472,9728.000000,9.500000,2490368,1564300,0.628140
random,9961472,9728.000000,9.500000,2490368,124238400,49.887567
random_index,9961472,9728.000000,9.500000,2490368,18987200,7.624255
sequential,10485760,10240.000000,10.000000,2621440,1584100,0.604286
random,10485760,10240.000000,10.000000,2621440,133526400,50.936279
random_index,10485760,10240.000000,10.000000,2621440,20081900,7.660637
sequential,11010048,10752.000000,10.500000,2752512,5825800,2.116539
random,11010048,10752.000000,10.500000,2752512,136420400,49.562145
random_index,11010048,10752.000000,10.500000,2752512,21311700,7.742637
sequential,11534336,11264.000000,11.000000,2883584,1744000,0.604803
random,11534336,11264.000000,11.000000,2883584,143105800,49.627755
random_index,11534336,11264.000000,11.000000,2883584,22339300,7.747061
sequential,12058624,11776.000000,11.500000,3014656,2825000,0.937089
random,12058624,11776.000000,11.500000,3014656,152789100,50.682101
random_index,12058624,11776.000000,11.500000,3014656,23690200,7.858343
sequential,12582912,12288.000000,12.000000,3145728,1898300,0.603453
random,12582912,12288.000000,12.000000,3145728,160568800,51.043447
random_index,12582912,12288.000000,12.000000,3145728,24875300,7.907645
sequential,13107200,12800.000000,12.500000,3276800,1974000,0.602417
random,13107200,12800.000000,12.500000,3276800,168772700,51.505341
random_index,13107200,12800.000000,12.500000,3276800,25889900,7.900970
sequential,13631488,13312.000000,13.000000,3407872,3730900,1.094789
random,13631488,13312.000000,13.000000,3407872,173370300,50.873478
random_index,13631488,13312.000000,13.000000,3407872,26907700,7.895748
sequential,14155776,13824.000000,13.500000,3538944,2130700,0.602072
random,14155776,13824.000000,13.500000,3538944,179876800,50.827818
random_index,14155776,13824.000000,13.500000,3538944,28660100,8.098489
sequential,14680064,14336.000000,14.000000,3670016,2260600,0.615965
random,14680064,14336.000000,14.000000,3670016,190440900,51.891027
random_index,14680064,14336.000000,14.000000,3670016,29276300,7.977159
sequential,15204352,14848.000000,14.500000,3801088,2283500,0.600749
random,15204352,14848.000000,14.500000,3801088,196635700,51.731425
random_index,15204352,14848.000000,14.500000,3801088,30877200,8.123253
sequential,15728640,15360.000000,15.000000,3932160,2846000,0.723775
random,15728640,15360.000000,15.000000,3932160,201529500,51.251602
random_index,15728640,15360.000000,15.000000,3932160,31796200,8.086192
sequential,16252928,15872.000000,15.500000,4063232,7627900,1.877299
random,16252928,15872.000000,15.500000,4063232,208947600,51.423990
random_index,16252928,15872.000000,15.500000,4063232,33197100,8.170122
sequential,16777216,16384.000000,16.000000,4194304,3516500,0.838399
random,16777216,16384.000000,16.000000,4194304,215264500,51.323056
random_index,16777216,16384.000000,16.000000,4194304,34569200,8.241940
sequential,17301504,16896.000000,16.500000,4325376,8307400,1.920619
random,17301504,16896.000000,16.500000,4325376,222100500,51.348253
random_index,17301504,16896.000000,16.500000,4325376,35473700,8.201299
sequential,17825792,17408.000000,17.000000,4456448,2892700,0.649104
random,17825792,17408.000000,17.000000,4456448,238098000,53.427752
random_index,17825792,17408.000000,17.000000,4456448,36677300,8.230164
sequential,18350080,17920.000000,17.500000,4587520,2773900,0.604662
random,18350080,17920.000000,17.500000,4587520,241791100,52.706277
random_index,18350080,17920.000000,17.500000,4587520,37707300,8.219539
sequential,18874368,18432.000000,18.000000,4718592,2910000,0.616709
random,18874368,18432.000000,18.000000,4718592,243198800,51.540544
random_index,18874368,18432.000000,18.000000,4718592,38926200,8.249537
sequential,19398656,18944.000000,18.500000,4849664,3547800,0.731556
random,19398656,18944.000000,18.500000,4849664,250565400,51.666548
random_index,19398656,18944.000000,18.500000,4849664,40537400,8.358806
sequential,19922944,19456.000000,19.000000,4980736,3108400,0.624084
random,19922944,19456.000000,19.000000,4980736,257140100,51.626928
random_index,19922944,19456.000000,19.000000,4980736,44024100,8.838874
sequential,20447232,19968.000000,19.500000,5111808,3247900,0.635372
random,20447232,19968.000000,19.500000,5111808,259982800,50.859265
random_index,20447232,19968.000000,19.500000,5111808,46297300,9.056932
sequential,20971520,20480.000000,20.000000,5242880,3513100,0.670071
random,20971520,20480.000000,20.000000,5242880,267831900,51.084881
random_index,20971520,20480.000000,20.000000,5242880,43866900,8.366947
sequential,21495808,20992.000000,20.500000,5373952,3337300,0.621014
random,21495808,20992.000000,20.500000,5373952,275820800,51.325505
random_index,21495808,20992.000000,20.500000,5373952,45660900,8.496708
sequential,22020096,21504.000000,21.000000,5505024,3331800,0.605229
random,22020096,21504.000000,21.000000,5505024,287056300,52.144423
random_index,22020096,21504.000000,21.000000,5505024,47001200,8.537874
sequential,22544384,22016.000000,21.500000,5636096,6424800,1.139938
random,22544384,22016.000000,21.500000,5636096,288167300,51.128884
random_index,22544384,22016.000000,21.500000,5636096,51656600,9.165316
sequential,23068672,22528.000000,22.000000,5767168,10385000,1.800711
random,23068672,22528.000000,22.000000,5767168,296858900,51.473947
random_index,23068672,22528.000000,22.000000,5767168,49280500,8.545009
sequential,23592960,23040.000000,22.500000,5898240,3801400,0.644497
random,23592960,23040.000000,22.500000,5898240,304896600,51.692810
random_index,23592960,23040.000000,22.500000,5898240,50887600,8.627591
sequential,24117248,23552.000000,23.000000,6029312,3621600,0.600666
random,24117248,23552.000000,23.000000,6029312,317956000,52.735038
random_index,24117248,23552.000000,23.000000,6029312,51037100,8.464830
sequential,24641536,24064.000000,23.500000,6160384,3737200,0.606650
random,24641536,24064.000000,23.500000,6160384,310869400,50.462666
random_index,24641536,24064.000000,23.500000,6160384,54928800,8.916457
sequential,25165824,24576.000000,24.000000,6291456,3945800,0.627168
random,25165824,24576.000000,24.000000,6291456,315108000,50.085068
random_index,25165824,24576.000000,24.000000,6291456,54974000,8.737882
sequential,25690112,25088.000000,24.500000,6422528,7545200,1.174802
random,25690112,25088.000000,24.500000,6422528,331360700,51.593500
random_index,25690112,25088.000000,24.500000,6422528,55504000,8.642080
sequential,26214400,25600.000000,25.000000,6553600,3942600,0.601593
random,26214400,25600.000000,25.000000,6553600,361185000,55.112457
random_index,26214400,25600.000000,25.000000,6553600,66811100,10.194565
sequential,26738688,26112.000000,25.500000,6684672,7095800,1.061503
random,26738688,26112.000000,25.500000,6684672,360068300,53.864767
random_index,26738688,26112.000000,25.500000,6684672,63188500,9.452745
sequential,27262976,26624.000000,26.000000,6815744,4785200,0.702080
random,27262976,26624.000000,26.000000,6815744,371614800,54.522999
random_index,27262976,26624.000000,26.000000,6815744,69878500,10.252512
sequential,27787264,27136.000000,26.500000,6946816,6593300,0.949111
random,27787264,27136.000000,26.500000,6946816,363429000,52.315910
random_index,27787264,27136.000000,26.500000,6946816,60433300,8.699424
sequential,28311552,27648.000000,27.000000,7077888,4282400,0.605039
random,28311552,27648.000000,27.000000,7077888,372963100,52.694123
random_index,28311552,27648.000000,27.000000,7077888,61378000,8.671796
sequential,28835840,28160.000000,27.500000,7208960,4406700,0.611281
random,28835840,28160.000000,27.500000,7208960,379839100,52.689861
random_index,28835840,28160.000000,27.500000,7208960,62388800,8.654341
sequential,29360128,28672.000000,28.000000,7340032,7996600,1.089450
random,29360128,28672.000000,28.000000,7340032,384081800,52.326993
random_index,29360128,28672.000000,28.000000,7340032,64802500,8.828640
sequential,29884416,29184.000000,28.500000,7471104,4529900,0.606323
random,29884416,29184.000000,28.500000,7471104,394424900,52.793389
random_index,29884416,29184.000000,28.500000,7471104,66937000,8.959452
sequential,30408704,29696.000000,29.000000,7602176,10645400,1.400310
